row_id,agent_code,agent_age,agent_join_month,first_policy_sold_month,year_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies
3175,998a39aa,51,4/1/2020,7/1/2022,5/1/2023,1,0,5,7,4,6,5,16,5,9,8,22,9,259812,74405,66,36
3176,d4e99858,37,8/1/2021,2/1/2022,5/1/2023,2,5,3,14,4,3,0,11,4,3,1,8,21,1180389,294208,32,105
3177,c2149c07,30,2/1/2023,11/1/2023,5/1/2023,0,6,18,28,1,0,5,19,3,1,5,9,30,2946090,366891,36,90
3178,ec18a7a2,58,6/1/2019,6/1/2022,5/1/2023,1,5,19,30,2,6,2,23,3,10,3,16,34,2526812,524201,0,306
3179,4eb0e534,50,10/1/2020,4/1/2024,5/1/2023,3,4,6,16,1,2,2,7,3,2,5,10,17,45135,6674,10,119
3180,fd62b30c,55,9/1/2022,3/1/2023,5/1/2023,0,3,14,22,3,6,1,14,3,8,7,18,30,2933070,735998,0,120
3181,f5fbcc73,46,4/1/2019,1/1/2024,5/1/2023,0,2,15,19,2,5,0,12,2,7,6,15,24,2358408,327832,0,72
3182,8209b2a0,40,4/1/2022,6/1/2023,5/1/2023,2,1,20,28,0,6,8,20,1,6,10,17,35,2948260,498083,51,210
3183,0db1f74b,44,2/1/2021,3/1/2024,5/1/2023,2,3,16,25,4,1,0,6,5,3,1,9,31,35557,5716,0,31
3184,ee147cca,38,4/1/2023,10/1/2023,5/1/2023,3,4,10,19,3,3,3,16,4,3,7,14,23,1192159,352531,28,0
3185,726d4dfd,44,12/1/2022,5/1/2023,5/1/2023,2,5,1,10,2,5,3,11,3,9,8,20,19,351025,45298,40,95
3186,dc8c2cc3,34,12/1/2019,3/1/2023,5/1/2023,2,6,15,26,3,6,2,17,4,6,8,18,34,676940,117111,72,306
3187,6c207d2a,35,10/1/2020,8/1/2022,5/1/2023,3,4,20,32,3,5,3,16,5,6,3,14,38,3497596,500344,56,228
3188,744b2429,31,3/1/2021,2/1/2024,5/1/2023,0,5,5,11,1,1,2,7,2,1,6,9,12,964080,270710,18,72
3189,d86153e3,52,10/1/2019,11/1/2023,5/1/2023,1,0,12,14,3,3,4,13,5,3,10,18,16,828192,135389,0,48
3190,dd4a0d2d,25,12/1/2021,12/1/2023,5/1/2023,3,1,14,19,2,1,4,14,3,4,5,12,21,909153,191481,0,84
3191,0522b331,47,7/1/2021,12/1/2022,5/1/2023,3,5,4,16,4,4,0,12,5,5,2,12,17,1510178,230511,48,0
3192,54e55461,55,10/1/2021,7/1/2023,5/1/2023,0,2,7,11,3,6,3,13,3,6,6,15,19,1455248,326816,45,95
3193,04f897f5,38,10/1/2020,4/1/2022,5/1/2023,1,4,6,16,1,3,6,11,1,4,7,12,22,661606,92822,12,44
3194,dbe28988,55,3/1/2023,10/1/2023,5/1/2023,0,4,20,28,0,4,9,23,1,6,10,17,35,532700,59209,17,105
3195,0177ed5f,46,7/1/2022,8/1/2023,5/1/2023,1,3,13,22,4,5,3,20,5,6,9,20,25,1305850,331286,80,225
3196,ef328cab,39,11/1/2022,10/1/2023,5/1/2023,0,6,4,15,0,0,7,9,2,1,8,11,18,61884,15538,22,18
3197,811ab465,36,3/1/2021,10/1/2022,5/1/2023,3,6,14,27,3,5,2,15,3,7,4,14,36,2642976,334092,28,252
3198,fabe7d5c,44,7/1/2022,12/1/2022,5/1/2023,3,1,6,14,2,2,1,10,4,2,3,9,18,943650,100824,0,36
3199,8a5c31db,40,4/1/2023,2/1/2024,5/1/2023,0,3,14,22,2,1,9,15,2,3,12,17,26,2543294,443165,34,52
3200,3c42efd4,43,9/1/2021,12/1/2022,5/1/2023,1,6,18,29,4,5,1,16,4,7,7,18,31,922777,122159,54,248
3201,8.09E+28,57,8/1/2022,10/1/2022,5/1/2023,0,3,18,24,4,4,7,20,6,8,10,24,33,2070486,299964,96,99
3202,7a1787dc,47,8/1/2022,3/1/2023,5/1/2023,2,2,7,13,0,2,1,12,0,4,3,7,20,540280,109612,21,80
3203,0a318094,58,9/1/2019,8/1/2023,5/1/2023,0,3,12,18,0,1,7,13,0,2,8,10,27,1949103,338008,30,27
3204,62379003,41,9/1/2021,4/1/2024,5/1/2023,0,2,16,23,4,3,1,18,5,4,5,14,25,2169700,391680,42,200
3205,bb428b4d,56,8/1/2020,1/1/2024,5/1/2023,0,1,3,5,3,1,8,13,3,1,13,17,0,0,86100,51,36
3206,9caee735,54,12/1/2019,8/1/2023,5/1/2023,3,4,17,27,3,1,7,21,3,1,11,15,29,614452,73068,0,87
3207,a6c30232,24,12/1/2021,10/1/2022,5/1/2023,3,3,19,30,4,5,4,14,6,6,6,18,37,533873,76315,72,37
3208,b5aec5c3,52,1/1/2022,5/1/2023,5/1/2023,3,2,14,24,4,5,3,16,5,7,9,21,31,352966,105210,21,155
3209,ea99911b,54,10/1/2019,11/1/2023,5/1/2023,1,6,12,20,0,5,9,19,0,8,10,18,0,0,13929,36,75
3210,5550ec46,42,8/1/2019,5/1/2023,5/1/2023,2,4,3,10,4,5,9,19,6,5,15,26,12,793008,100706,52,48
3211,344e0483,54,11/1/2019,3/1/2022,5/1/2023,1,0,9,14,2,0,4,12,3,2,9,14,0,0,92306,56,180
3212,ae14c4be,29,5/1/2020,4/1/2023,5/1/2023,3,3,8,19,4,4,3,16,4,6,5,15,28,1108940,292062,30,252
3213,75703031,53,7/1/2022,7/1/2023,5/1/2023,3,1,18,27,1,4,6,23,3,7,9,19,29,1939491,323128,0,203
3214,0a419b45,25,6/1/2019,5/1/2022,5/1/2023,1,0,17,22,3,6,5,20,3,6,6,15,24,2133744,238236,30,216
3215,0fd5804f,27,4/1/2019,12/1/2023,5/1/2023,0,3,19,27,3,6,2,18,3,7,4,14,33,1695903,258493,28,231
3216,68198d93,50,7/1/2020,10/1/2022,5/1/2023,1,4,18,28,3,6,0,25,4,7,0,11,31,122760,27735,44,155
3217,0279d0a7,27,7/1/2019,8/1/2023,5/1/2023,3,4,0,12,4,2,9,16,5,2,12,19,17,1591727,206472,76,85
3218,0b51084d,50,6/1/2021,6/1/2022,5/1/2023,1,2,12,20,1,3,1,6,1,3,7,11,22,957462,104749,33,176
3219,23b47704,36,12/1/2022,10/1/2023,5/1/2023,3,1,18,24,3,0,6,22,5,2,10,17,26,1957176,459194,34,26
3220,8b1eb4a9,51,6/1/2019,3/1/2022,5/1/2023,3,0,18,24,2,6,6,17,3,10,10,23,33,1893276,427840,69,297
3221,6e69e08b,44,3/1/2021,4/1/2022,5/1/2023,2,1,12,19,0,5,7,13,2,8,13,23,25,2411800,304532,46,175
3222,1ee2b2ae,42,9/1/2021,5/1/2023,5/1/2023,3,2,18,25,2,6,6,18,2,7,10,19,0,0,249869,19,60
3223,0e0c2212,58,5/1/2020,3/1/2024,5/1/2023,3,1,15,24,2,3,5,20,2,3,9,14,0,0,648942,0,112
3224,8ba38ed9,28,9/1/2022,12/1/2023,5/1/2023,1,5,14,24,1,0,3,5,1,4,7,12,29,1945610,567675,12,116
3225,d3e24bb5,53,11/1/2020,2/1/2024,5/1/2023,1,4,17,24,0,1,8,15,2,4,9,15,33,1262250,352335,0,132
3226,e906fb9f,28,5/1/2020,8/1/2022,5/1/2023,3,1,12,18,1,4,5,12,3,6,7,16,27,1343196,318093,64,243
3227,decee04f,24,4/1/2019,2/1/2024,5/1/2023,0,2,7,14,2,0,2,11,3,3,8,14,19,319143,88182,56,171
3228,a045b770,58,7/1/2019,7/1/2022,5/1/2023,2,1,14,20,4,5,1,18,5,6,3,14,26,107198,16337,56,0
3229,1c413762,53,4/1/2021,12/1/2022,5/1/2023,2,5,4,12,4,0,6,11,5,1,8,14,20,148400,28698,14,40
3230,7c6db591,40,9/1/2020,10/1/2022,5/1/2023,1,0,1,4,2,0,0,3,3,1,5,9,12,626004,68277,18,84
3231,e7e3a8b0,33,2/1/2023,5/1/2023,5/1/2023,3,1,17,26,2,4,3,11,4,6,8,18,28,658700,78063,54,252
3232,39fdf86e,20,2/1/2022,2/1/2024,5/1/2023,0,0,16,17,2,0,4,11,4,0,5,9,23,1621983,321808,27,92
3233,45910031,28,8/1/2021,3/1/2022,5/1/2023,1,1,19,22,4,1,3,9,6,2,4,12,28,432572,106119,0,0
3234,79070d83,60,2/1/2020,12/1/2023,5/1/2023,3,1,1,8,0,0,8,9,1,1,14,16,0,0,138893,48,104
3235,47947b4c,59,11/1/2022,2/1/2023,5/1/2023,0,0,7,8,1,3,5,10,2,3,8,13,11,279488,83432,52,11
3236,89633f45,50,8/1/2022,4/1/2024,5/1/2023,1,6,7,16,0,5,7,13,1,6,11,18,24,745104,180279,0,168
3237,c659c596,30,4/1/2022,10/1/2022,5/1/2023,2,5,12,20,1,0,9,16,2,0,12,14,24,1081320,278061,56,0
3238,b02dee9c,44,4/1/2020,9/1/2022,5/1/2023,2,3,9,19,4,6,6,18,6,8,9,23,28,1577240,353387,46,140
3239,e1fdaeaa,43,2/1/2021,5/1/2022,5/1/2023,3,5,7,17,3,0,6,13,5,0,9,14,26,2465476,553561,14,182
3240,8dab5c95,23,1/1/2021,2/1/2024,5/1/2023,1,5,8,17,0,2,5,10,0,5,9,14,19,1522242,345241,0,0
3241,eed4e1bc,21,2/1/2021,3/1/2024,5/1/2023,2,5,14,22,4,2,2,12,5,4,4,13,24,1344864,296712,52,24
3242,393f3bf6,53,1/1/2023,2/1/2024,5/1/2023,0,3,4,9,0,3,1,8,1,3,6,10,11,483428,102069,20,77
3243,8f887bfa,53,3/1/2022,7/1/2022,5/1/2023,1,0,13,16,4,4,4,15,6,6,10,22,18,356706,55152,88,144
3244,3173b081,48,1/1/2021,11/1/2023,5/1/2023,0,5,18,25,1,4,0,13,3,6,1,10,33,3066426,351024,10,99
3245,c557ab5f,51,4/1/2023,1/1/2024,5/1/2023,0,2,15,21,4,4,2,20,5,8,8,21,25,2449675,263683,84,150
3246,293115df,56,11/1/2021,4/1/2022,5/1/2023,0,5,9,17,0,5,8,15,1,9,12,22,26,1678976,464207,44,234
3247,f8c957b0,43,6/1/2020,6/1/2022,5/1/2023,0,2,15,19,1,3,2,18,1,3,5,9,20,1896860,402765,36,160
3248,7cca0fc1,27,5/1/2021,4/1/2022,5/1/2023,0,6,14,23,4,1,5,21,4,3,7,14,26,758134,156366,56,182
3249,b07c503c,52,5/1/2022,4/1/2024,5/1/2023,3,3,15,24,3,5,7,18,5,9,11,25,0,0,19591,50,243
3250,64bcc561,52,7/1/2020,4/1/2022,5/1/2023,3,0,17,22,3,6,6,21,5,8,6,19,29,1738202,394863,19,116
3251,ec7c6c8a,43,10/1/2021,8/1/2023,5/1/2023,0,6,2,11,3,4,1,9,3,8,7,18,15,936570,159554,36,135
3252,b40d8f4e,31,6/1/2022,9/1/2022,5/1/2023,0,0,5,10,0,2,0,8,0,5,3,8,0,0,189047,8,0
3253,328cab7d,27,11/1/2019,6/1/2023,5/1/2023,1,0,2,4,4,3,9,17,6,5,10,21,5,472740,100655,42,5
3254,e37f0d57,54,2/1/2023,9/1/2023,5/1/2023,1,5,0,8,0,0,3,4,2,4,8,14,14,327684,95469,14,42
3255,93a839c4,44,9/1/2022,3/1/2024,5/1/2023,0,0,1,2,0,5,1,7,1,7,6,14,6,55578,13885,14,6
3256,6f0bb1b5,42,8/1/2020,12/1/2023,5/1/2023,2,6,0,11,2,6,8,17,4,6,8,18,13,1209676,331445,0,78
3257,3ec02013,45,4/1/2019,2/1/2023,5/1/2023,1,2,20,25,2,5,1,21,4,5,1,10,26,940706,209635,0,156
3258,963a1048,21,8/1/2019,3/1/2024,5/1/2023,2,3,1,11,0,3,4,8,2,3,6,11,13,745771,201333,0,39
3259,70f300fa,24,4/1/2022,11/1/2023,5/1/2023,2,1,1,8,0,5,5,11,2,7,11,20,11,222145,40017,80,22
3260,6f6da4c8,49,2/1/2022,7/1/2023,5/1/2023,0,5,0,6,0,5,4,10,2,9,9,20,11,818664,170733,40,22
3261,e112b2c8,51,1/1/2022,11/1/2023,5/1/2023,0,5,18,27,1,1,9,18,1,5,10,16,31,2782808,573061,32,155
3262,7bd02f08,60,12/1/2019,1/1/2022,5/1/2023,2,4,4,14,4,2,1,13,4,6,7,17,21,1282953,201360,51,84
3263,bdb489c0,39,5/1/2019,1/1/2022,5/1/2023,0,6,13,22,1,6,0,9,3,8,1,12,27,1070415,180738,36,135
3264,944d7abd,31,11/1/2020,3/1/2023,5/1/2023,1,3,7,14,4,0,3,13,5,1,8,14,17,1500063,229536,14,119
3265,92dd19af,51,12/1/2022,4/1/2023,5/1/2023,2,5,0,11,4,0,7,12,5,3,7,15,18,540414,93680,60,144
3266,cc2832ba,38,9/1/2019,4/1/2024,5/1/2023,3,2,6,12,3,2,8,14,5,6,9,20,19,479845,117641,20,133
3267,e0a2ad11,30,7/1/2021,11/1/2023,5/1/2023,2,6,12,22,3,6,0,16,3,6,1,10,29,574316,155401,0,58
3268,6c679551,33,8/1/2022,7/1/2023,5/1/2023,3,1,1,7,1,1,5,8,3,2,6,11,16,1455952,289115,0,16
3269,bf9913dd,37,11/1/2022,5/1/2023,5/1/2023,1,1,10,16,2,4,1,11,3,4,4,11,0,0,91050,22,132
3270,b4d52fea,26,5/1/2020,5/1/2022,5/1/2023,0,0,0,5,3,6,4,14,5,9,7,21,6,46344,8609,84,0
3271,6aae1684,32,11/1/2019,8/1/2022,5/1/2023,1,6,4,14,0,5,9,15,1,7,9,17,19,1072379,183368,68,152
3272,8f4643ab,28,12/1/2021,11/1/2022,5/1/2023,1,2,13,19,4,4,9,18,4,7,9,20,22,229570,58645,0,0
3273,647b43a4,48,5/1/2019,1/1/2022,5/1/2023,0,1,11,15,0,3,4,11,0,5,9,14,23,1012000,238512,0,92
3274,f79f587e,29,12/1/2020,11/1/2023,5/1/2023,0,0,17,18,4,0,4,13,6,3,5,14,23,2015352,334634,28,46
3275,5c4dd08c,52,6/1/2019,6/1/2022,5/1/2023,3,4,15,27,4,6,3,18,5,7,8,20,0,0,262075,40,32
3276,04cd94ce,59,1/1/2020,9/1/2023,5/1/2023,2,3,8,16,2,0,5,13,2,0,5,7,21,1355424,144430,21,0
3277,4c33101d,45,9/1/2022,12/1/2022,5/1/2023,3,3,11,18,4,1,9,17,4,2,9,15,25,486550,130676,45,225
3278,ddff87dd,55,10/1/2020,1/1/2023,5/1/2023,0,3,1,6,4,1,0,6,4,1,4,9,11,344311,66306,9,66
3279,d59044e1,38,12/1/2022,5/1/2023,5/1/2023,3,3,19,30,3,3,2,10,3,5,7,15,39,1956981,396737,0,0
3280,4ca77240,57,12/1/2020,3/1/2023,5/1/2023,0,2,6,13,0,0,5,11,1,1,10,12,14,439488,108539,24,14
3281,36aef680,56,8/1/2020,7/1/2022,5/1/2023,3,1,17,25,2,3,9,21,2,4,12,18,28,2460388,414846,36,196
3282,d79899e1,38,9/1/2021,5/1/2023,5/1/2023,1,1,5,12,3,1,4,11,3,1,6,10,18,739296,82426,20,144
3283,f2fcfe25,28,8/1/2020,11/1/2022,5/1/2023,0,2,19,25,1,0,3,6,3,4,5,12,33,1316832,258641,12,0
3284,e4892740,36,4/1/2021,1/1/2022,5/1/2023,0,6,13,24,1,6,4,16,2,10,10,22,0,0,142484,22,182
3285,44e1a8af,30,4/1/2022,8/1/2022,5/1/2023,1,2,19,25,0,5,7,20,2,8,12,22,26,760734,76241,0,130
3286,7973fc92,35,4/1/2019,7/1/2022,5/1/2023,0,6,20,31,2,4,9,20,3,6,13,22,35,2447200,257282,66,315
3287,458aa9db,59,9/1/2020,9/1/2023,5/1/2023,0,6,9,17,2,2,9,15,3,6,13,22,26,2267538,234881,66,130
3288,c30cd7d8,47,6/1/2020,2/1/2022,5/1/2023,1,4,7,15,0,1,7,10,2,3,7,12,21,901362,117060,48,147
3289,0f4c38b4,45,1/1/2021,3/1/2022,5/1/2023,0,4,7,14,3,5,6,15,4,5,11,20,0,0,6761,60,34
3290,88c79618,27,4/1/2019,5/1/2022,5/1/2023,2,2,0,9,2,4,0,8,2,6,5,13,12,966408,139748,13,96
3291,64dbef0d,52,6/1/2020,3/1/2022,5/1/2023,0,2,20,24,0,0,5,13,0,0,7,7,30,1084980,114212,14,0
3292,57838cf4,35,11/1/2019,2/1/2023,5/1/2023,3,2,17,26,3,6,5,24,4,8,5,17,31,132122,21377,34,217
3293,b1ff85c5,23,4/1/2022,4/1/2023,5/1/2023,2,4,15,24,3,0,1,10,5,3,5,13,27,1182546,119400,26,54
3294,c158de38,43,11/1/2020,6/1/2023,5/1/2023,3,3,15,24,4,2,3,10,5,3,7,15,30,574020,130980,60,150
3295,ec6df6c6,23,5/1/2021,1/1/2024,5/1/2023,3,5,7,17,3,0,8,12,5,4,12,21,26,1913886,388981,42,104
3296,87bc8e5a,42,3/1/2020,12/1/2022,5/1/2023,2,5,20,32,0,6,8,26,2,6,14,22,40,2331800,501813,0,0
3297,6832d07e,25,7/1/2019,2/1/2024,5/1/2023,3,0,16,20,4,3,7,17,5,4,11,20,27,1093905,232930,20,216
3298,428ca558,48,11/1/2019,11/1/2023,5/1/2023,2,4,11,20,0,2,9,17,0,6,12,18,26,2135692,555589,72,182
3299,4aa2a587,58,3/1/2023,4/1/2024,5/1/2023,0,0,17,20,4,5,4,18,6,6,10,22,21,1898925,401589,66,168
3300,d4876e5e,44,3/1/2023,11/1/2023,5/1/2023,2,4,7,14,2,4,5,13,2,5,6,13,0,0,114163,0,105
3301,cdbf502d,30,11/1/2022,1/1/2023,5/1/2023,0,2,11,14,0,3,5,11,1,7,7,15,15,364980,76828,30,15
3302,1d07a8b2,58,7/1/2019,8/1/2022,5/1/2023,2,6,14,27,3,1,9,18,5,1,15,21,31,1759126,490719,21,186
3303,8f0e0595,35,7/1/2022,8/1/2023,5/1/2023,3,6,13,24,3,1,3,8,4,2,3,9,25,1385250,233550,27,0
3304,6f2f687a,20,11/1/2021,11/1/2023,5/1/2023,0,2,3,9,0,4,7,12,0,8,9,17,16,1522512,298693,34,144
3305,f312b5da,26,7/1/2021,4/1/2023,5/1/2023,0,3,20,24,3,4,8,17,5,5,10,20,25,1337950,279107,80,125
3306,35c456a1,31,10/1/2019,5/1/2023,5/1/2023,0,0,3,8,0,5,4,10,1,5,8,14,11,41767,10085,0,33
3307,c71f9dae,57,3/1/2022,10/1/2022,5/1/2023,2,4,18,25,0,6,5,15,1,10,8,19,30,2002980,344919,0,150
3308,3e5ac0ee,34,10/1/2021,9/1/2022,5/1/2023,2,2,14,19,2,0,4,11,3,0,4,7,0,0,76452,0,120
3309,166ddb3a,51,5/1/2020,7/1/2023,5/1/2023,3,5,11,20,4,2,4,13,5,6,10,21,27,2017791,256035,63,81
3310,a14ecd6f,60,11/1/2021,6/1/2023,5/1/2023,3,6,4,14,4,2,5,13,5,6,7,18,21,1586865,259464,18,84
3311,26f591b2,48,2/1/2022,12/1/2023,5/1/2023,1,3,6,14,0,3,6,12,0,5,9,14,19,200279,53563,42,133
3312,47e9a908,37,1/1/2022,9/1/2022,5/1/2023,3,6,11,24,2,1,0,9,3,2,5,10,30,1050210,140315,20,90
3313,d036ff5d,29,3/1/2020,8/1/2022,5/1/2023,0,5,11,20,2,0,4,9,2,0,10,12,27,827631,118749,0,162
3314,b0c31563,54,12/1/2019,9/1/2023,5/1/2023,0,0,7,9,1,3,5,10,3,3,6,12,16,997328,167090,24,112
3315,7d65dcb3,46,10/1/2019,4/1/2024,5/1/2023,2,0,9,14,0,1,0,10,1,2,1,4,0,0,85122,0,60
3316,9bf16323,40,9/1/2022,7/1/2023,5/1/2023,0,1,3,6,1,6,2,10,1,7,6,14,7,97230,13846,14,14
3317,1de378ca,55,1/1/2022,7/1/2022,5/1/2023,2,6,11,23,4,0,3,20,5,0,8,13,0,0,282304,0,0
3318,2e3d2e76,45,7/1/2020,2/1/2024,5/1/2023,3,5,16,26,3,0,1,8,3,0,5,8,35,2100840,621169,8,105
3319,39f484d0,20,10/1/2022,11/1/2023,5/1/2023,1,0,6,10,2,5,0,8,2,8,4,14,14,102116,19459,28,84
3320,7d9166e2,39,3/1/2022,4/1/2022,5/1/2023,3,3,3,10,0,1,4,8,2,2,9,13,12,902496,178049,52,96
3321,84ef9ce3,38,9/1/2020,10/1/2023,5/1/2023,0,6,12,23,2,4,5,17,4,6,6,16,24,499080,135651,32,72
3322,c84e7e18,27,7/1/2022,2/1/2023,5/1/2023,2,0,8,11,4,2,2,10,6,4,5,15,16,862864,258718,30,16
3323,ad927b09,45,5/1/2019,5/1/2023,5/1/2023,3,5,9,19,4,0,9,18,6,2,9,17,0,0,239800,0,25
3324,6951b407,36,1/1/2021,5/1/2022,5/1/2023,3,2,16,25,3,1,5,19,5,5,9,19,0,0,198597,0,28
3325,1235ad70,29,2/1/2021,12/1/2022,5/1/2023,3,0,2,10,1,4,1,9,1,4,5,10,14,438004,110171,30,84
3326,b009bd86,35,5/1/2021,7/1/2023,5/1/2023,0,3,20,24,3,2,0,18,5,6,1,12,0,0,372453,36,25
3327,2022f5a4,24,5/1/2021,6/1/2022,5/1/2023,3,5,3,15,2,0,3,14,4,4,3,11,16,977232,171140,11,144
3328,3a47f9bd,49,5/1/2020,3/1/2022,5/1/2023,2,6,18,27,2,2,6,25,4,6,11,21,29,2202260,558161,0,0
3329,77831d24,56,5/1/2019,5/1/2022,5/1/2023,1,0,7,11,0,2,2,6,2,2,3,7,20,100480,10679,0,20
3330,779a11fe,60,4/1/2020,5/1/2023,5/1/2023,2,0,18,22,1,1,3,13,3,4,5,12,24,1538304,450836,0,72
3331,ca83af7e,31,12/1/2019,9/1/2023,5/1/2023,3,6,5,18,3,3,3,17,4,3,4,11,24,1747128,480778,44,0
3332,dff6c023,47,3/1/2021,9/1/2022,5/1/2023,3,2,17,27,1,0,4,13,2,4,6,12,31,2787086,581483,0,217
3333,0e123beb,20,4/1/2019,3/1/2023,5/1/2023,0,2,14,17,2,1,0,9,4,2,0,6,25,991775,174208,6,150
3334,1450745b,32,5/1/2019,8/1/2022,5/1/2023,3,1,17,26,0,1,2,11,1,3,5,9,30,1978080,383587,27,60
3335,f02a4b71,20,2/1/2022,10/1/2022,5/1/2023,2,0,13,16,1,2,1,5,2,3,1,6,0,0,309632,24,0
3336,3df612f0,23,5/1/2021,7/1/2023,5/1/2023,2,1,10,14,3,6,0,10,3,6,1,10,17,1363672,369278,10,119
3337,3cfc52f3,44,4/1/2020,1/1/2023,5/1/2023,1,0,15,19,2,5,7,18,2,6,9,17,28,1908676,227227,0,84
3338,1d08e7c3,28,9/1/2019,6/1/2022,5/1/2023,0,1,3,7,2,1,9,13,2,1,13,16,8,681728,120652,48,32
3339,7dc61c41,27,1/1/2022,4/1/2024,5/1/2023,3,0,4,8,4,6,6,17,4,9,12,25,17,845172,204100,25,153
3340,52e1374a,51,4/1/2022,4/1/2024,5/1/2023,3,1,11,20,1,6,7,19,2,8,10,20,29,1805453,213137,20,145
3341,4e65e45e,53,12/1/2019,12/1/2022,5/1/2023,2,0,13,18,4,0,9,17,4,4,10,18,19,351690,64473,72,38
3342,f846850b,26,4/1/2020,1/1/2024,5/1/2023,2,1,5,9,3,5,2,11,3,8,8,19,0,0,240238,0,90
3343,a7c9fb50,24,11/1/2019,7/1/2022,5/1/2023,1,0,15,19,3,1,5,10,3,5,10,18,21,1628907,300348,54,189
3344,3dd0c2a1,33,9/1/2022,11/1/2023,5/1/2023,3,4,14,23,2,2,8,20,2,3,12,17,31,83731,16418,51,279
3345,79070d83,60,2/1/2020,12/1/2023,6/1/2023,2,4,1,11,4,4,5,14,4,8,9,21,0,0,195257,0,57
3346,4609bc37,45,3/1/2023,5/1/2023,6/1/2023,1,6,9,20,4,0,7,14,6,1,7,14,29,76676,22161,14,116
3347,06acbf85,38,12/1/2020,4/1/2024,6/1/2023,3,4,3,15,1,3,8,14,1,5,10,16,21,51408,13647,0,84
3348,7e01dea3,50,2/1/2021,11/1/2022,6/1/2023,0,3,19,27,4,4,4,15,4,7,10,21,35,887845,148677,63,0
3349,3068a03e,21,2/1/2020,3/1/2022,6/1/2023,2,2,4,10,0,5,9,15,1,8,12,21,11,1075712,203998,63,66
3350,e1fdaeaa,43,2/1/2021,5/1/2022,6/1/2023,1,5,3,12,2,0,0,8,3,0,3,6,16,1151184,301167,24,0
3351,45910031,28,8/1/2021,3/1/2022,6/1/2023,1,6,12,20,0,1,2,19,0,1,6,7,25,52450,9093,14,175
3352,a9431e50,22,5/1/2023,4/1/2024,6/1/2023,2,0,5,12,2,0,9,12,2,3,12,17,14,143738,15838,51,42
3353,dff6c023,47,3/1/2021,9/1/2022,6/1/2023,1,2,7,13,1,3,1,9,3,4,7,14,22,1270852,257999,28,110
3354,fa5f58d1,44,5/1/2021,12/1/2022,6/1/2023,3,4,14,25,3,1,0,8,5,2,4,11,26,2058004,474695,0,52
3355,d79899e1,38,9/1/2021,5/1/2023,6/1/2023,2,6,19,30,2,6,5,19,3,7,5,15,36,1739268,281427,45,252
3356,54c07c11,52,5/1/2022,8/1/2023,6/1/2023,2,0,8,11,1,3,1,10,2,7,3,12,0,0,209176,36,0
3357,27f35403,27,5/1/2022,10/1/2022,6/1/2023,2,3,12,21,1,4,2,15,2,5,2,9,26,517270,117211,9,78
3358,47947b4c,59,11/1/2022,2/1/2023,6/1/2023,2,2,9,14,3,4,3,13,4,5,7,16,15,1360665,296337,0,90
3359,b02dee9c,44,4/1/2020,9/1/2022,6/1/2023,1,4,0,6,3,2,1,7,3,5,4,12,15,118830,22814,0,0
3360,ca83af7e,31,12/1/2019,9/1/2023,6/1/2023,2,5,8,17,3,1,8,14,4,3,12,19,20,543740,84332,19,100
3361,8813423f,22,1/1/2020,10/1/2023,6/1/2023,0,0,19,21,1,2,2,14,3,2,2,7,26,627328,133838,28,0
3362,3273914b,39,3/1/2020,5/1/2022,6/1/2023,3,1,1,9,1,2,1,7,3,3,6,12,10,670740,118193,0,20
3363,bc0e04ce,51,9/1/2019,1/1/2023,6/1/2023,1,3,17,24,0,3,6,14,2,6,12,20,25,2039100,579751,60,100
3364,d55b8d32,57,11/1/2019,8/1/2022,6/1/2023,2,5,13,22,4,0,3,20,5,0,6,11,23,299989,32532,0,138
3365,c659c596,30,4/1/2022,10/1/2022,6/1/2023,1,0,16,18,1,2,6,17,2,4,7,13,24,1892472,445035,13,48
3366,7c23e75e,45,12/1/2019,4/1/2023,6/1/2023,3,3,5,12,4,3,3,11,4,6,7,17,20,823780,244355,51,100
3367,c158de38,43,11/1/2020,6/1/2023,6/1/2023,2,3,20,29,1,2,1,18,3,4,5,12,0,0,161675,36,297
3368,89633f45,50,8/1/2022,4/1/2024,6/1/2023,2,2,14,22,1,6,9,21,2,10,9,21,23,1252488,158933,42,184
3369,1450745b,32,5/1/2019,8/1/2022,6/1/2023,1,0,6,10,3,2,3,9,3,2,4,9,13,457262,51516,36,39
3370,b2d5499f,57,4/1/2022,1/1/2023,6/1/2023,0,1,11,16,3,4,7,15,3,4,13,20,18,1541142,208878,80,144
3371,9bf2290b,21,4/1/2023,4/1/2024,6/1/2023,3,5,19,28,0,4,1,21,2,4,2,8,31,1411399,189618,32,186
3372,a045b770,58,7/1/2019,7/1/2022,6/1/2023,1,6,3,13,3,0,1,11,4,2,3,9,20,1273560,322293,18,40
3373,811ab465,36,3/1/2021,10/1/2022,6/1/2023,3,4,19,28,1,6,9,23,2,6,10,18,36,1389852,229068,0,36
3374,7d65dcb3,46,10/1/2019,4/1/2024,6/1/2023,2,6,13,25,0,4,8,24,2,4,9,15,31,1625361,273849,0,93
